,ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
1806,LANGDTR01,Trajan,Langdon,G,1999,2001,6.0,3.0,197.0,Duke,1976-05-13 00:00:00
1807,LANGHDA01,Dan,Langhi,F,2000,2003,6.0,11.0,220.0,Vanderbilt,1977-11-28 00:00:00
1808,LANIEBO01,Bob,Lanier,C,1970,1983,6.0,11.0,250.0,St. Bonaventure,1948-09-10 00:00:00
1809,LANTZST01,Stu,Lantz,G,1968,1975,6.0,3.0,175.0,Nebraska,1946-07-13 00:00:00
1810,LARESYO01,York,Larese,G,1961,1961,6.0,4.0,183.0,North Carolina   ,1938-07-18 00:00:00
1811,LARUERU01,Rusty,Larue,G,1997,2003,6.0,2.0,210.0,Wake Forest,1973-12-10 00:00:00
1812,LARUSRU01,Rudy,Larusso,F,1959,1968,6.0,7.0,220.0,Dartmouth,1937-11-11 00:00:00
1813,LASKOJO01,John,Laskowski,G,1975,1976,6.0,6.0,185.0,Indiana,1953-06-07 00:00:00
1814,LATTIDA01,Dave,Lattin,F,1967,1972,6.0,6.0,225.0,Texas Western,1943-12-23 00:00:00
1815,LAUDEPR01,Priest,Lauderdale,C,1996,1997,7.0,4.0,325.0,Central State (OH),1973-08-31 00:00:00
1816,LAURERI01,Rich,Laurel,G,1977,1977,6.0,6.0,190.0,Hofstra,1954-07-11 00:00:00
1817,LAURIHA01,Harry,Laurie,G,1970,1970,6.0,1.0,178.0,St. Peter's,1944-11-02 00:00:00
1818,LAUTEWA01,Walt,Lautenbach,F,1949,1949,6.0,2.0,185.0,Wisconsin,1922-11-17 00:00:00
1819,LAVELTO01,Tony,Lavelli,F,1949,1950,6.0,3.0,185.0,Yale,1926-07-11 00:00:00
1820,LAVOYBO01,Bob,Lavoy,F,1950,1953,6.0,7.0,185.0,Western Kentucky,1926-06-29 00:00:00
1821,LAWREED01,Ed,Lawrence,C,1980,1980,6.0,11.5,228.0,McNeese State,1952-12-08 00:00:00
1822,LAWSOJA01,Jason,Lawson,C,1997,1997,6.0,11.0,240.0,Villanova,1974-09-02 00:00:00
1823,LAYTODE01,Dennis,Layton,G,1971,1977,6.0,1.0,180.0,USC,1948-12-24 00:00:00
1824,LAYTOMO01,Mo,Layton,G,1973,1973,6.0,7.0,210.0,UCLA,1945-01-01 00:00:00
1825,LEAKSEM01,Emanuel,Leaks,C,1972,1973,6.0,8.0,225.0,Niagara,1945-11-27 00:00:00
1826,LEARHA01,Hal,Lear,G,1956,1956,5.0,11.5,163.0,Temple,1935-01-31 00:00:00
1827,LEAVEAL01,Allen,Leavell,G,1979,1988,6.0,1.0,170.0,Oklahoma City,1957-05-27 00:00:00
1828,LEBOJE01,Jeff,Lebo,F,1989,1989,6.0,2.0,180.0,North Carolina   ,1966-10-05 00:00:00
1829,LECKNER01,Eric,Leckner,C,1988,1996,6.0,11.0,265.0,Wyoming,1966-05-27 00:00:00
1830,LEEBU01,Butch,Lee,G,1978,1979,6.0,0.0,185.0,Marquette,1956-12-05 00:00:00
1831,LEECL01,Clyde,Lee,F,1966,1975,6.0,10.0,205.0,Vanderbilt,1944-03-14 00:00:00
1832,LEEDA01,Dave,Lee,F,1967,1968,6.0,7.0,225.0,San Francisco,1942-03-31 00:00:00
1833,LEEDI01,Dick,Lee,F,1967,1967,6.0,7.0,210.0,none,1945-01-01 00:00:00
1834,LEEDO01,Doug,Lee,G,1991,1994,6.0,5.0,200.0,Purdue,1964-10-24 00:00:00
1835,LEEGE01,George,Lee,F,1960,1967,6.0,4.0,200.0,Michigan,1936-11-23 00:00:00
1836,LEEGR01,Greg,Lee,G,1974,1975,6.0,3.0,190.0,UCLA,1951-12-12 00:00:00
1837,LEEKE01,Keith,Lee,F,1985,1988,6.0,10.0,215.0,Memphis State,1962-12-28 00:00:00
1838,LEEKU01,Kurk,Lee,G,1990,1990,6.0,3.0,190.0,Towson State,1967-06-03 00:00:00
1839,LEERO01,Ron,Lee,G,1976,1981,6.0,3.5,193.0,Oregon,1952-11-02 00:00:00
1840,LEERO02,Rock,Lee,C,1981,1981,6.0,10.0,220.0,San Diego State,1955-05-01 00:00:00
1841,LEERU01,Russell,Lee,F,1972,1974,6.0,5.0,185.0,Marshall,1950-01-27 00:00:00
1842,LEEDEED01,Ed,Leede,G,1949,1950,6.0,3.0,185.0,Dartmouth,1927-07-17 00:00:00
1843,LEFKOHA01,Hank,Lefkowitz,F,1946,1946,6.0,2.0,190.0,Western Reserve,1923-08-31 00:00:00
1844,LEGLETI01,Tim,Legler,G,1989,1999,6.0,4.0,200.0,LaSalle,1966-12-26 00:00:00
1845,LEHMAGE02,George,Lehmann,G,1967,1973,6.0,0.0,180.0,Campbell JC,1942-05-01 00:00:00
1846,LENARVO01,Voshon,Lenard,G,1995,2004,6.0,4.0,205.0,Minnesota,1973-05-14 00:00:00
1847,LENTZLA01,Larry,Lentz,F,1967,1968,6.0,6.0,200.0,Houston,1945-02-23 00:00:00
1848,LEONABO01,Bob,Leonard,G,1956,1962,6.0,3.0,185.0,Indiana,1932-07-17 00:00:00
1849,LEONAGA01,Gary,Leonard,C,1989,1991,7.0,1.0,250.0,Missouri,1967-02-16 00:00:00
1850,LESJI01,Jim,Les,G,1988,1994,5.0,11.0,165.0,Bradley,1963-08-18 00:00:00
1851,LESTERO01,Ronnie,Lester,G,1980,1985,6.0,2.0,175.0,Iowa,1959-01-01 00:00:00
1852,LETTCL01,Clifford,Lett,G,1989,1990,6.0,3.0,170.0,Florida,1965-12-23 00:00:00
1853,LEVANAN01,Andrew,Levane,F,1948,1952,6.0,2.0,190.0,St. John's,1920-04-11 00:00:00
1854,LEVERLA01,Lafayette,Lever,G,1982,1993,6.0,3.0,170.0,Arizona State,1960-08-18 00:00:00
1855,LEVINCL01,Cliff,Levingston,F,1982,1994,6.0,8.0,210.0,Wichita State,1961-01-04 00:00:00
1856,LEWISBO01,Bobby,Lewis,G,1967,1970,6.0,3.0,175.0,North Carolina   ,1945-03-20 00:00:00
1857,LEWISCE01,Cedric,Lewis,F,1995,1995,6.0,10.0,235.0,Maryland,1969-09-24 00:00:00
1858,LEWISFR01,Freddie,Lewis,G,1966,1976,6.0,0.0,175.0,Arizona State,1943-07-01 00:00:00
1859,LEWISFR02,Fred,Lewis,F,1948,1949,6.0,2.0,195.0,Eastern Kentucky,1921-01-06 00:00:00
1860,LEWISGR01,Grady,Lewis,F,1946,1948,6.0,7.0,215.0,Oklahoma ,1917-03-25 00:00:00
1861,LEWISMA01,Martin,Lewis,F,1995,1996,6.0,5.0,210.0,Seward Co. Comm Coll.,1975-04-28 00:00:00
1862,LEWISMI01,Mike,Lewis,C,1968,1973,6.0,8.0,225.0,Duke,1946-03-18 00:00:00
1863,LEWISQU01,Quincy,Lewis,F,1999,2003,6.0,7.0,215.0,Minnesota,1977-06-26 00:00:00
1864,LEWISRA01,Rashard,Lewis,F,1998,2004,6.0,10.0,215.0,none,1979-08-08 00:00:00
1865,LEWISRA02,Ralph,Lewis,G,1987,1989,6.0,6.0,200.0,LaSalle,1963-03-28 00:00:00
1866,LEWISRE01,Reggie,Lewis,G,1987,1992,6.0,7.0,195.0,Northeastern,1965-11-21 00:00:00
1867,LIBERMA01,Marcus,Liberty,F,1990,1993,6.0,8.0,205.0,Illinois,1968-10-27 00:00:00
1868,LICHTTO01,Todd,Lichti,G,1989,1993,6.0,4.0,205.0,Stanford,1967-01-08 00:00:00
1869,LIEBOBA01,Barry,Liebowitz,G,1967,1967,6.0,2.0,180.0,LIU,1945-09-10 00:00:00
1870,LIGONBI01,Bill,Ligon,G,1974,1974,6.0,4.0,180.0,Vanderbilt,1952-05-29 00:00:00
1871,LIGONGO01,Goose,Ligon,F,1967,1973,6.0,7.0,210.0,none,1944-02-22 00:00:00
1872,LINGEST01,Steve,Lingenfelter,F,1982,1983,6.0,9.0,225.0,South Dakota State,1958-06-10 00:00:00
1873,LISTEAL01,Alton,Lister,C,1981,1997,7.0,0.0,240.0,Arizona State,1958-10-01 00:00:00
1874,LITTLSA01,Sam,Little,G,1969,1969,6.0,0.0,180.0,Delta State,1946-03-29 00:00:00
1875,LITTLGE01,Gene,Littles,G,1969,1974,6.0,0.0,160.0,High Point,1943-06-29 00:00:00
1876,LIVINRA01,Randy,Livingston,G,1996,2004,6.0,4.0,209.0,LSU,1975-04-02 00:00:00
1877,LIVINSH01,Shaun,Livingston,G,2004,2004,6.0,7.0,186.0,UCLA,1985-09-11 00:00:00
1878,LIVINRO01,Ron,Livingstone,C,1949,1950,6.0,10.0,220.0,St. Mary's (CA),1925-10-09 00:00:00
1879,LLAMAHO01,Horacio,Llamas,C,1996,1997,6.0,11.0,285.0,Grand Canyon,1973-07-17 00:00:00
1880,LLOYDBO01,Bob,Lloyd,G,1967,1968,6.0,1.5,184.0,Rutgers,1946-01-03 00:00:00
1881,LLOYDCH01,Chuck,Lloyd,C,1970,1970,6.0,8.0,220.0,Yankton,1947-05-22 00:00:00
1882,LLOYDEA01,Earl,Lloyd,F,1950,1959,6.0,5.0,200.0,West Virginia State,1928-04-03 00:00:00
1883,LLOYDLE01,Lewis,Lloyd,G,1981,1989,6.0,6.0,205.0,Drake,1959-02-22 00:00:00
1884,LLOYDSC01,Scott,Lloyd,C,1976,1982,6.0,10.0,230.0,Arizona State,1952-12-19 00:00:00
1885,LOCHMRI01,Riney,Lochmann,F,1967,1969,6.0,6.0,215.0,Kansas,1944-05-26 00:00:00
1886,LOCHMBO01,Bob,Lochmueller,F,1952,1952,6.0,5.0,185.0,Louisville,1927-06-05 00:00:00
1887,LOCKRO01,Robert,Lock,F,1988,1988,6.0,9.0,225.0,Kentucky,1966-05-22 00:00:00
1888,LOCKHDA01,Darrell,Lockhart,F,1983,1983,6.0,9.0,245.0,Auburn,1960-09-14 00:00:00
1889,LOCKHIA01,Ian,Lockhart,F,1990,1990,6.0,8.0,240.0,Tennessee,1967-06-25 00:00:00
1890,LODERKE01,Kevin,Loder,F,1981,1983,6.0,6.0,205.0,Alabama State,1959-03-15 00:00:00
1891,LOFGRDO01,Don,Lofgran,F,1950,1953,6.0,5.0,200.0,San Francisco,1928-11-18 00:00:00
1892,LOGANHE01,Henry,Logan,G,1968,1969,6.0,0.0,180.0,Western Carolina,1946-03-14 00:00:00
1893,LOGANJO01,Johnny,Logan,G,1946,1950,6.0,2.0,175.0,Indiana,1921-01-01 00:00:00
1894,LOHAUBR01,Brad,Lohaus,F,1987,1997,6.0,11.0,230.0,Iowa,1964-09-29 00:00:00
1895,LONGAR01,Art,Long,F,2000,2002,6.0,9.0,250.0,Cincinnati,1973-10-01 00:00:00
1896,LONGGR01,Grant,Long,F,1988,2002,6.0,8.0,225.0,Eastern Michigan,1966-03-12 00:00:00
1897,LONGJO01,John,Long,G,1978,1996,6.0,5.0,195.0,Detroit,1956-08-28 00:00:00
1898,LONGPA01,Paul,Long,G,1967,1970,6.0,2.0,180.0,Virginia Tech,1944-02-08 00:00:00
1899,LONGWI01,Willie,Long,F,1971,1973,6.0,8.0,225.0,New Mexico,1950-03-01 00:00:00
1900,LONGLLU01,Luc,Longley,C,1991,2000,7.0,2.0,265.0,New Mexico,1969-01-19 00:00:00
1901,LOPEZFE01,Felipe,Lopez,G,1998,2001,6.0,5.0,199.0,St. John's,1974-12-19 00:00:00
1902,LOPEZRA01,Raul,Lopez,G,2003,2004,6.0,0.0,180.0,UCLA,1980-04-15 00:00:00
1903,LORTHRY01,Ryan,Lorthridge,G,1994,1994,6.0,4.0,190.0,Jackson State,1972-07-27 00:00:00
1904,LOSCUJI01,Jim,Loscutoff,F,1955,1963,6.0,5.0,220.0,Oregon,1930-02-04 00:00:00
1905,LOTTPL01,Plummer,Lott,F,1967,1968,6.0,5.0,210.0,Seattle,1945-12-11 00:00:00
1906,LOUGHKE01,Kevin,Loughery,G,1962,1972,6.0,3.0,190.0,St. John's,1940-03-28 00:00:00
1907,LOVEBO01,Bob,Love,F,1966,1976,6.0,8.0,215.0,Southern University,1942-12-08 00:00:00
1908,LOVEST01,Stan,Love,F,1971,1974,6.0,9.0,215.0,Oregon,1949-04-09 00:00:00
1909,LOVELCL01,Clyde,Lovellette,C,1953,1963,6.0,9.0,234.0,Kansas,1929-09-07 00:00:00
1910,LOWESI01,Sidney,Lowe,G,1983,1989,6.0,0.0,195.0,North Carolina State,1960-01-21 00:00:00
1911,LOWERCH01,Chuck,Lowery,G,1971,1971,6.0,3.0,185.0,Puget Sound,1949-11-12 00:00:00
1912,LUCASAL01,Al,Lucas,F,1948,1948,6.0,3.0,195.0,Fordham,1922-07-04 00:00:00
1913,LUCASJE01,Jerry,Lucas,F,1963,1973,6.0,8.0,230.0,Ohio State,1940-03-30 00:00:00
1914,LUCASJO01,John,Lucas,G,1976,1989,6.0,2.5,175.0,Maryland,1953-10-31 00:00:00
1915,LUCASMA01,Maurice,Lucas,F,1974,1987,6.0,9.0,215.0,Marquette,1952-02-18 00:00:00
1916,LUCKETE01,Ted,Luckenbill,F,1961,1962,6.0,6.0,205.0,Houston,1939-07-27 00:00:00
1917,LUETY01,Tyronn,Lue,G,1998,2004,6.0,0.0,175.0,Nebraska,1977-05-03 00:00:00
1918,LUISIJI01,Jim,Luisi,G,1953,1953,6.0,2.0,180.0,St. Francis (NY),1928-11-02 00:00:00
1919,LUJACAL01,Al,Lujack,F,1946,1946,6.0,3.0,220.0,Georgetown,1921-10-05 00:00:00
1920,LUMPKPH01,Phil,Lumpkin,G,1974,1975,6.0,0.0,165.0,Miami (OH),1951-12-20 00:00:00
1921,LUMPPRA01,Ray,Lumpp,G,1948,1952,6.0,1.0,178.0,NYU,1923-07-11 00:00:00
1922,LYNAMRB01,Rb,Lynam,G,1967,1967,6.0,1.0,190.0,Oklahoma Baptist,1944-01-01 00:00:00
1923,LYNCHGE01,George,Lynch,F,1993,2004,6.0,8.0,218.0,North Carolina   ,1970-09-03 00:00:00
1924,LYNCHKE01,Kevin,Lynch,F,1991,1992,6.0,5.0,195.0,Minnesota,1968-12-24 00:00:00
1925,LYNNLO01,Lonnie,Lynn,F,1969,1969,6.0,7.0,215.0,Wilberforce,1943-05-24 00:00:00
1926,LYNNMI01,Mike,Lynn,F,1969,1970,6.0,7.0,215.0,UCLA,1945-11-25 00:00:00
1927,MACALMI01,Mike,Macaluso,F,1973,1973,6.0,5.0,210.0,Canisius,1951-07-20 00:00:00
1928,MACAUED01,Ed,Macauley,C,1949,1958,6.0,8.0,185.0,Saint Louis,1928-03-22 00:00:00
1929,MACCUTO01,Todd,Macculloch,C,1999,2002,7.0,0.0,280.0,Washington,1976-01-27 00:00:00
1930,MACGIRO01,Ronnie,Macgilvray,G,1954,1954,6.0,2.0,185.0,St. John's,1930-07-20 00:00:00
1931,MACKOL01,Ollie,Mack,G,1979,1981,6.0,3.0,185.0,East Carolina,1957-06-06 00:00:00
1932,MACKSA01,Sam,Mack,G,1992,2001,6.0,7.0,220.0,Houston,1970-05-26 00:00:00
1933,MACKEMA01,Malcolm,Mackey,F,1993,1993,6.0,9.0,248.0,Georgia Tech,1970-07-11 00:00:00
1934,MACKLRU01,Rudy,Macklin,F,1981,1983,6.0,7.0,205.0,LSU,1958-02-19 00:00:00
1935,MACKNJO01,Johnny,Macknowski,G,1949,1950,6.0,0.0,180.0,Seton Hall,1923-01-07 00:00:00
1936,MACLEDO01,Don,Maclean,F,1992,2000,6.0,10.0,235.0,UCLA,1970-01-16 00:00:00
1937,MACONMA01,Mark,Macon,G,1991,1998,6.0,4.0,185.0,Temple,1969-04-14 00:00:00
1938,MACYKY01,Kyle,Macy,G,1980,1986,6.0,3.0,175.0,Kentucky,1957-04-09 00:00:00
1939,MADDOJA01,Jack,Maddox,F,1948,1948,6.0,2.5,185.0,West Texas State,1921-12-10 00:00:00
1940,MADDOTI01,Tito,Maddox,G,2002,2002,6.0,4.0,190.0,Fresno State,1981-06-07 00:00:00
1941,MADKIGE01,Gerald,Madkins,G,1993,1997,6.0,4.0,200.0,UCLA,1969-04-18 00:00:00
1942,MADSEMA01,Mark,Madsen,F,2000,2004,6.0,9.0,236.0,Stanford,1976-01-28 00:00:00
1943,MAGERNO01,Norm,Mager,F,1950,1950,6.0,5.0,185.0,CCNY,1926-03-23 00:00:00
1944,MAGGECO01,Corey,Maggette,F,1999,2004,6.0,6.0,218.0,Duke,1979-11-12 00:00:00
1945,MAGLEDA01,Dave,Magley,F,1982,1982,6.0,8.0,202.0,Kansas,1959-11-24 00:00:00
1946,MAGLOJA01,Jamaal,Magloire,C,2000,2004,6.0,11.0,259.0,Kentucky,1978-05-21 00:00:00
1947,MAHAFRA01,Randy,Mahaffey,F,1967,1970,6.0,7.0,210.0,Clemson,1945-09-28 00:00:00
1948,MAHNKJO01,John,Mahnken,C,1946,1952,6.0,8.0,220.0,Georgetown,1922-06-16 00:00:00
1949,MAHONBR01,Brian,Mahoney,G,1972,1972,6.0,3.0,175.0,Manhattan,1948-12-17 00:00:00
1950,MAHONFR01,Francis,Mahoney,F,1952,1953,6.0,2.0,205.0,Brown,1927-11-20 00:00:00
1951,MAHORRI01,Rick,Mahorn,F,1980,1998,6.0,10.0,240.0,Hampton Institute,1958-09-21 00:00:00
1952,MAJERDA01,Dan,Majerle,G,1988,2001,6.0,6.0,215.0,Central Michigan,1965-09-09 00:00:00
1953,MALAMLI01,Lionel,Malamed,G,1948,1948,5.0,9.0,150.0,CCNY,1924-11-15 00:00:00
1954,MALONJE01,Jeff,Malone,G,1983,1995,6.0,4.0,205.0,Mississippi State,1961-06-28 00:00:00
1955,MALONKA01,Karl,Malone,F,1985,2003,6.0,9.0,250.0,Louisiana Tech,1963-07-24 00:00:00
1956,MALONMO01,Moses,Malone,C,1974,1994,6.0,10.0,215.0,none,1955-03-23 00:00:00
1957,MALONMA01,Matt,Maloney,G,1996,2002,6.0,3.0,192.0,Pennsylvania,1971-12-06 00:00:00
1958,MALOVST01,Steve,Malovic,F,1979,1979,6.0,10.0,230.0,San Diego State,1956-07-21 00:00:00
1959,MALOYMI01,Mike,Maloy,F,1970,1972,6.0,7.0,215.0,Davidson,1949-05-10 00:00:00
1960,MANAKTE01,Ted,Manakas,G,1973,1973,6.0,2.0,180.0,Princeton,1951-02-22 00:00:00
1961,MANDIJO01,John,Mandic,F,1948,1949,6.0,4.0,205.0,Oregon State,1919-10-03 00:00:00
1962,MANGIFR01,Frank,Mangiapane,G,1946,1946,5.0,10.0,195.0,NYU,1925-08-05 00:00:00
1963,MANNIDA01,Danny,Manning,F,1988,2002,6.0,10.0,230.0,Kansas,1966-05-17 00:00:00
1964,MANNIED01,Ed,Manning,F,1967,1975,6.0,7.0,210.0,Jackson State,1944-01-02 00:00:00
1965,MANNIGU01,Guy,Manning,F,1967,1968,6.0,6.0,195.0,Prairie View A&M,1944-02-04 00:00:00
1966,MANNIRI01,Rich,Manning,F,1995,1996,6.0,11.0,253.0,Washington,1970-06-23 00:00:00
1967,MANNIPA01,Pace,Mannion,G,1983,1988,6.0,7.0,190.0,Utah,1960-09-22 00:00:00
1968,MANTINI01,Nick,Mantis,G,1959,1962,6.0,3.0,190.0,Northwestern,1935-12-07 00:00:00
1969,MARAVPE01,Peter,Maravich,G,1946,1946,6.0,0.0,185.0,Davis & Elkins,1920-08-20 00:00:00
1970,MARAVPE02,Pete,Maravich,G,1970,1979,6.0,5.0,197.0,LSU,1947-06-22 00:00:00
1971,MARBLRO01,Roy,Marble,G,1989,1993,6.0,6.0,190.0,Iowa,1966-12-13 00:00:00
1972,MARBUST01,Stephon,Marbury,G,1996,2004,6.0,2.0,180.0,Georgia Tech,1977-02-20 00:00:00
1973,MARCISA01,Sarunas,Marciulionis,G,1989,1996,6.0,5.0,200.0,State Univ. of Vilnius (LIT),1964-06-13 00:00:00
1974,MARIASA01,Saul,Mariaschin,G,1947,1947,5.0,11.0,165.0,Harvard,1924-09-01 00:00:00
1975,MARINJA01,Jack,Marin,F,1966,1976,6.0,6.5,200.0,Duke,1944-10-12 00:00:00
1976,MARIOSH01,Shawn,Marion,F,1999,2004,6.0,7.0,220.0,UNLV,1978-05-07 00:00:00
1977,MARKSSE01,Sean,Marks,F,1998,2004,6.0,10.0,250.0,California,1975-08-23 00:00:00
1978,MARLAHA01,Harvey,Marlatt,G,1970,1972,6.0,3.0,185.0,Eastern Michigan,1948-08-26 00:00:00
1979,MARSHER01,Eric,Marsh,G,1977,1977,6.0,3.0,200.0,Manhattan,1954-03-10 00:00:00
1980,MARSHJI01,Jim,Marsh,F,1971,1971,6.0,7.0,215.0,USC,1946-04-26 00:00:00
1981,MARSHDO01,Donyell,Marshall,F,1994,2004,6.0,9.0,218.0,Connecticut,1973-05-18 00:00:00
1982,MARSHDO02,Donny,Marshall,F,1995,2002,6.0,7.0,230.0,Connecticut,1972-07-17 00:00:00
1983,MARSHTO01,Tom,Marshall,F,1954,1958,6.0,4.0,215.0,Western Kentucky,1931-01-06 00:00:00
1984,MARSHVE01,Vester,Marshall,F,1973,1973,6.0,7.0,200.0,Oklahoma,1948-12-22 00:00:00
1985,MARTIBI01,Bill,Martin,F,1985,1987,6.0,7.0,205.0,Georgetown,1962-08-16 00:00:00
1986,MARTIBO01,Bob,Martin,C,1993,1994,7.0,0.0,250.0,Minnesota,1969-10-07 00:00:00
1987,MARTIBR01,Brian,Martin,F,1985,1985,6.0,9.0,212.0,Kansas,1962-08-18 00:00:00
1988,MARTICU01,Cuonzo,Martin,F,1995,1996,6.0,5.0,213.0,Purdue,1971-09-23 00:00:00
1989,MARTIDA01,Darrick,Martin,G,1994,2004,5.0,11.0,170.0,UCLA,1971-03-06 00:00:00
1990,MARTIDO01,Don,Martin,C,1946,1948,6.0,7.0,210.0,Central Missouri,1920-02-07 00:00:00
1991,MARTIDO02,Donald,Martin,G,1946,1947,5.0,8.0,160.0,Georgetown,1920-05-25 00:00:00
1992,MARTIFE01,Fernando,Martin,C,1986,1986,6.0,9.0,220.0,none,1962-03-25 00:00:00
1993,MARTIJE01,Jeff,Martin,G,1989,1990,6.0,5.0,195.0,Murray State,1967-01-14 00:00:00
1994,MARTIKE01,Kenyon,Martin,F,2000,2004,6.0,9.0,230.0,Cincinnati,1977-12-30 00:00:00
1995,MARTILA01,Larue,Martin,C,1972,1975,6.0,11.0,208.0,Loyola (IL),1950-03-30 00:00:00
1996,MARTIMO01,Mo,Martin,G,1986,1987,6.0,6.0,200.0,St. Joseph's (PA),1964-07-02 00:00:00
1997,MARTIPH01,Phil,Martin,G,1954,1954,6.0,3.0,190.0,Toledo,1928-04-02 00:00:00
1998,MARTIRO01,Ronald,Martin,G,1961,1961,6.0,2.0,185.0,St. Bonaventure,1939-04-11 00:00:00
1999,MARTISL01,Slater,Martin,G,1949,1959,5.0,10.0,170.0,Texas,1925-10-22 00:00:00
2000,MARTIKE02,Kevin,Martin,G,2004,2004,6.0,7.0,185.0,Western Carolina,1983-02-01 00:00:00
2001,MASHBJA01,Jamal,Mashburn,F,1993,2003,6.0,8.0,240.0,Kentucky,1972-11-29 00:00:00
2002,MASINAL01,Al,Masino,G,1952,1953,5.0,10.0,174.0,Canisius,1928-02-05 00:00:00
2003,MASONAN01,Anthony,Mason,F,1989,2002,6.0,7.0,250.0,Tennessee State,1966-12-14 00:00:00
2004,MASONDE01,Desmond,Mason,F,2000,2004,6.0,5.0,222.0,Oklahoma State,1977-10-11 00:00:00
2005,MASONRO01,Roger,Mason Jr,G,2002,2003,6.0,5.0,199.0,Virginia,1980-09-10 00:00:00
2006,MASSETO01,Tony,Massenburg,F,1990,2004,6.0,9.0,220.0,Maryland,1967-07-13 00:00:00
2007,MASTED01,Eddie,Mast,F,1970,1972,6.0,9.0,220.0,Temple,1948-10-03 00:00:00
2008,MATHIJO01,John,Mathis,F,1967,1967,6.0,6.0,220.0,Savannah State,1943-07-14 00:00:00
2009,MATTHWE01,Wes,Matthews,G,1980,1989,6.0,1.0,170.0,Wisconsin,1959-08-24 00:00:00
2010,MAUGHAR01,Ariel,Maughan,F,1946,1950,6.0,4.0,190.0,Utah State,1923-02-23 00:00:00
2011,MAXEYMA01,Marlon,Maxey,F,1992,1993,6.0,8.0,250.0,UTEP,1969-02-19 00:00:00
2012,MAXWECE01,Cedric,Maxwell,F,1977,1987,6.0,8.0,205.0,UNC-Charlotte,1955-11-21 00:00:00
2013,MAXWEVE01,Vernon,Maxwell,G,1988,2000,6.0,4.0,180.0,Florida,1965-09-12 00:00:00
2014,MAYDO01,Don,May,F,1968,1974,6.0,4.0,200.0,Dayton,1946-01-03 00:00:00
2015,MAYSC01,Scott,May,F,1976,1982,6.0,6.5,215.0,Indiana,1954-03-19 00:00:00
2016,MAYBELE01,Lee,Mayberry,G,1992,1998,6.0,1.0,172.0,Arkansas,1970-06-12 00:00:00
2017,MAYESCL01,Clyde,Mayes,F,1975,1976,6.0,8.0,225.0,Furman,1953-03-17 00:00:00
2018,MAYESTH01,Tharon,Mayes,G,1991,1991,6.0,3.0,175.0,Florida State,1968-09-09 00:00:00
2019,MAYFIBI01,Bill,Mayfield,F,1980,1980,6.0,7.0,205.0,Iowa,1957-10-17 00:00:00
2020,MAYFIKE01,Ken,Mayfield,G,1975,1975,6.0,2.0,185.0,Tuskegee,1948-05-11 00:00:00
2021,MAYSTR01,Travis,Mays,G,1990,1992,6.0,2.0,190.0,Texas,1968-06-19 00:00:00
2022,MAZZAMA01,Matt,Mazza,F,1949,1949,6.0,3.0,210.0,Michigan State,1923-09-23 00:00:00
2023,MBENGDJ01,D.J.,Mbenga,C,2004,2004,7.0,0.0,245.0,UCLA,1980-12-30 00:00:00
2024,MCADOBO01,Bob,Mcadoo,C,1972,1985,6.0,9.0,210.0,North Carolina,1951-09-25 00:00:00
2025,MCBRIKE01,Ken,Mcbride,G,1954,1954,6.0,3.0,190.0,Maryland State,1931-01-01 00:00:00
2026,MCCANBO01,Bob,Mccann,F,1989,1997,6.0,6.0,244.0,Morehead State,1964-04-22 00:00:00
2027,MCCANBR01,Brendan,Mccann,G,1957,1959,6.0,2.0,178.0,St. Bonaventure,1935-07-05 00:00:00
2028,MCCANME01,Mel,Mccants,F,1989,1989,6.0,8.0,240.0,Purdue,1967-08-19 00:00:00
2029,MCCARMI01,Mike,Mccarron,G,1946,1949,5.0,11.0,180.0,Seton Hall,1922-03-02 00:00:00
2030,MCCARAN01,Andre,Mccarter,G,1976,1980,6.0,3.0,190.0,UCLA,1953-08-25 00:00:00
2031,MCCARWI01,Willie,Mccarter,G,1969,1971,6.0,3.0,175.0,Drake,1946-07-26 00:00:00
2032,MCCARJO01,Johnny,Mccarthy,G,1956,1963,6.0,1.0,185.0,Canisius,1934-04-25 00:00:00
2033,MCCARHO01,Howie,Mccarty,F,1946,1946,6.0,2.0,190.0,Wayne State (MI),1919-01-01 00:00:00
2034,MCCARKE01,Kelly,Mccarty,G,1998,1998,6.0,7.0,200.0,Southern Mississippi,1975-08-24 00:00:00
2035,MCCARWA01,Walter,Mccarty,F,1996,2004,6.0,10.0,230.0,Kentucky,1974-02-01 00:00:00
2036,MCCASAM01,Amal,Mccaskill,C,1996,2003,6.0,11.0,235.0,Marquette,1973-10-28 00:00:00
2037,MCCLADW01,Dwayne,Mcclain,G,1985,1985,6.0,6.0,185.0,Villanova,1963-02-07 00:00:00
2038,MCCLATE01,Ted,Mcclain,G,1971,1978,6.0,1.0,180.0,Tennessee State,1946-08-30 00:00:00
2039,MCCLIDA01,Dan,Mcclintock,C,2000,2000,7.0,0.0,260.0,Northern Arizona,1977-04-19 00:00:00
2040,MCCLOJA01,Jack,Mccloskey,G,1952,1952,6.0,2.0,190.0,Pennsylvania,1925-09-19 00:00:00
2041,MCCLOGE01,George,Mccloud,F,1989,2001,6.0,6.0,205.0,Florida State,1967-05-27 00:00:00
